Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Concentrate (Hard Focus),Ideate (Soft Focus),Collaborate,Learn,Socialize,Restore,Circulate, Other,Other - Text,"At the beginning of full-time remote, some employees felt like work was manageable or even better when working from home, while others felt like it was still best done in the office. We know you've learned a lot and probably changed your mind about a few things. So with today's perspective: what goes well at home vs. in the office? Check as many as fell right; it's OK if some Modes go well in both spaces or if some Modes don't go well in either. - Concentrate","At the beginning of full-time remote, some employees felt like work was manageable or even better when working from home, while others felt like it was still best done in the office. We know you've learned a lot and probably changed your mind about a few things. So with today's perspective: what goes well at home vs. in the office? Check as many as fell right; it's OK if some Modes go well in both spaces or if some Modes don't go well in either. - Ideate","At the beginning of full-time remote, some employees felt like work was manageable or even better when working from home, while others felt like it was still best done in the office. We know you've learned a lot and probably changed your mind about a few things. So with today's perspective: what goes well at home vs. in the office? Check as many as fell right; it's OK if some Modes go well in both spaces or if some Modes don't go well in either. - Collaborate","At the beginning of full-time remote, some employees felt like work was manageable or even better when working from home, while others felt like it was still best done in the office. We know you've learned a lot and probably changed your mind about a few things. So with today's perspective: what goes well at home vs. in the office? Check as many as fell right; it's OK if some Modes go well in both spaces or if some Modes don't go well in either. - Learn","At the beginning of full-time remote, some employees felt like work was manageable or even better when working from home, while others felt like it was still best done in the office. We know you've learned a lot and probably changed your mind about a few things. So with today's perspective: what goes well at home vs. in the office? Check as many as fell right; it's OK if some Modes go well in both spaces or if some Modes don't go well in either. - Socialize","At the beginning of full-time remote, some employees felt like work was manageable or even better when working from home, while others felt like it was still best done in the office. We know you've learned a lot and probably changed your mind about a few things. So with today's perspective: what goes well at home vs. in the office? Check as many as fell right; it's OK if some Modes go well in both spaces or if some Modes don't go well in either. - Restore","At the beginning of full-time remote, some employees felt like work was manageable or even better when working from home, while others felt like it was still best done in the office. We know you've learned a lot and probably changed your mind about a few things. So with today's perspective: what goes well at home vs. in the office? Check as many as fell right; it's OK if some Modes go well in both spaces or if some Modes don't go well in either. - Circulate","At the beginning of full-time remote, some employees felt like work was manageable or even better when working from home, while others felt like it was still best done in the office. We know you've learned a lot and probably changed your mind about a few things. So with today's perspective: what goes well at home vs. in the office? Check as many as fell right; it's OK if some Modes go well in both spaces or if some Modes don't go well in either. - Other","At the beginning of full-time remote, some employees felt like work was manageable or even better when working from home, while others felt like it was still best done in the office. We know you've learned a lot and probably changed your mind about a few things. So with today's perspective: what goes well at home vs. in the office? Check as many as fell right; it's OK if some Modes go well in both spaces or if some Modes don't go well in either. - Other - Text","For anything you indicated is best when you're working from home, please share more about why you think that is. We'd love to hear specifics if you want to share them.","For anything you indicated is best when you're in the office, please share more about why you think that is. We'd love to hear specifics if you want to share them."
5/4/2021 14:06,5/4/2021 14:13,IP Address,192.107.245.100,100,365,True,5/4/2021 14:13,R_1OSNBQNt9OKB2Gl,,,,,44.82899475,-93.32189941,anonymous,EN,50,25,5,5,5,5,5,0,,Best when WFH,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when working in the office,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,,I can concentrate at home without the distractions of being in the office ,It's best to socialize and collaborate when working in the office due to the face-to-face nature and picking up non-verbal cues.
5/4/2021 14:07,5/4/2021 14:13,IP Address,192.107.245.100,100,321,True,5/4/2021 14:13,R_2CVbM8c4caf2vo9,,,,,44.82899475,-93.32189941,anonymous,EN,40,20,15,5,5,10,5,0,,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Best when WFH,Best when working in the office,Best when WFH,Best when working in the office,,,"Less co-worker noise/conversations.  I can just focus better at home, knowing nobody id going to stop in with a burning question or someone who wants to chat.",It's hard to socialize and circulate at home.  Although I can do less of these and be fine with it.
5/4/2021 14:06,5/4/2021 14:13,IP Address,174.219.141.163,100,379,True,5/4/2021 14:13,R_3Dj8eal6RIHJjak,,,,,45.07820129,-93.18939972,anonymous,EN,40,10,30,10,0,5,5,0,,Best when WFH,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when working in the office,,Na,Less distractions.,"In the office I socialize with coworkers and ask more questions in-person than I do from home. I also move around more because there are built in opportunities to move (going to meetings, printer, coworker's desk, bathroom, etc.)"
5/4/2021 14:06,5/4/2021 14:13,IP Address,165.225.60.66,100,402,True,5/4/2021 14:13,R_2czvpAbzH1QhNmK,,,,,39.18110657,-84.34500122,anonymous,EN,25,20,15,15,10,10,5,0,,Best when WFH,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,Best when working in the office,,,Less people to provide distractions.,Easier to interact with others.
5/4/2021 14:07,5/4/2021 14:13,IP Address,192.107.245.100,100,371,True,5/4/2021 14:13,R_28LOjSzhbWGRy7C,,,,,44.82899475,-93.32189941,anonymous,EN,35,20,10,10,5,10,10,0,no,Best when WFH,Best when WFH,Best when WFH,Best when WFH,Goes well for me in both locations,Best when WFH,Best when WFH,Best when WFH,none,Less distractions at home to concentrate.  Better able to break away from desk to do quick exercises. I make healthy meals at home as opposed to eating fast food near the office or not eating at all through the days. ,none
5/4/2021 14:06,5/4/2021 14:13,IP Address,192.107.245.100,100,399,True,5/4/2021 14:13,R_XmPlJaOuG1sxNPX,,,,,44.82899475,-93.32189941,anonymous,EN,60,5,5,10,5,10,5,0,,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Best when WFH,Goes well for me in both locations,Best when WFH,Best when WFH,,,,
5/4/2021 14:06,5/4/2021 14:13,IP Address,192.107.245.100,100,404,True,5/4/2021 14:13,R_1jEcQsvmU7fFwOC,,,,,44.82899475,-93.32189941,anonymous,EN,20,40,2,2,6,15,15,0,,Best when WFH,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when WFH,Best when WFH,,,"I've worked from home for over 8 years.  I feel I can concentrate and work smarter/better without interruptions.  I don't mind getting together now and then for meetings, but getting together takes time out of my day, which puts me behind, stresses me out and causes me to have to work longer hours to play catch-up on my work.",
5/4/2021 14:06,5/4/2021 14:13,IP Address,192.107.245.110,100,382,True,5/4/2021 14:13,R_238nyqkIslxGeBY,,,,,44.82899475,-93.32189941,anonymous,EN,0,0,0,0,0,0,0,0,,Best when working in the office,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when working in the office,,,The best thing about working at home is not having to drive to and from work everyday. Some days I feel worn out before I even get to the office.  I also like the ability to get up and take the dog for a walk or to have lunch with my family. ,At the office I feel that I have the ability to collaborate with co-workers and I don't get that from working at home. I also am able to concentrate better at work. I have things at the office that I don't have at home like the ability to copy and scan. In our department we bounce alot of ideas off one one another and that is difficult working from home. 
5/4/2021 14:07,5/4/2021 14:13,IP Address,192.107.245.100,100,380,True,5/4/2021 14:13,R_1jD1DYKHqcayHqT,,,,,44.82899475,-93.32189941,anonymous,EN,40,24,10,15,3,5,3,0,,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when working in the office,,,"Pre-COVID I worked from home 80% of the week.  During COVID I work from home 100 % of the week.  The one day that I was in the office was spent concentrating, Ideating, and Collaborating.  Restoring was and has been done at home.",ZOOM Meeting do not adequately replace the face to face socializing and circulating benefits of being with and around coworkers.
5/4/2021 14:08,5/4/2021 14:13,IP Address,192.107.245.100,100,315,True,5/4/2021 14:13,R_3e8lURqySLh4dB9,,,,,44.82899475,-93.32189941,anonymous,EN,20,30,25,20,5,,,,,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,Best when working in the office,Struggling with this in both locations,Struggling with this in both locations,Struggling with this in both locations,,i do feel like i can concentrate at home a little better as i don't have drive bys. ,i have more people around me to socialize; at home i am very alone. 
5/4/2021 14:06,5/4/2021 14:13,IP Address,192.107.245.100,100,403,True,5/4/2021 14:13,R_2VljQrKz5OVvpZu,,,,,44.82899475,-93.32189941,anonymous,EN,50,10,15,5,5,5,5,5,,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Best when working in the office,Best when WFH,Goes well for me in both locations,,,More space and options,Easier to socialize when seeing people in person. I learn better with a more hands on and visual approach
5/4/2021 14:06,5/4/2021 14:13,IP Address,192.107.245.100,100,427,True,5/4/2021 14:13,R_1dKQiVppLIoIIKo,,,,,44.82899475,-93.32189941,anonymous,EN,55,15,10,2,6,5,7,0,,Best when working in the office,Best when working in the office,Best when working in the office,Best when working in the office,Best when working in the office,Goes well for me in both locations,Goes well for me in both locations,,,,"I get more done when I get up and leave the house, far more focused. I like seeing my co-workers and being able to have those quick chats"
5/4/2021 14:07,5/4/2021 14:13,IP Address,75.73.140.223,100,384,True,5/4/2021 14:13,R_12ikacUB9pn5WmI,,,,,44.78179932,-93.51650238,anonymous,EN,35,10,25,10,10,5,5,0,,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Best when working in the office,Best when WFH,Best when WFH,Best when WFH,,Less surrounding noise.  Not questioned if I step away from my desk in order to restore or circulate.  ,Some learning is better in the office. More so if it's computer training and need to test on a computer.
5/4/2021 14:07,5/4/2021 14:13,IP Address,192.107.245.100,100,384,True,5/4/2021 14:13,R_2907fJxsUmYAuTO,,,,,44.82899475,-93.32189941,anonymous,EN,50,20,10,5,5,5,5,0,,Best when working in the office,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when WFH,,,"Easier to step away for a few minutes to go for a quick walk, throw in a load of laundry, etc. - not as many opportunities for a short refresh in the office.","Fewer distractions from non-work items (kids, pets, home to-do lists, etc.)"
5/4/2021 14:06,5/4/2021 14:13,IP Address,68.46.65.119,100,421,True,5/4/2021 14:13,R_2SjJIsk7inI1k3b,,,,,44.90559387,-93.33519745,anonymous,EN,65,10,10,5,0,5,5,0,,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Best when working in the office,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,n/a,"When I am in the office I am there to get done. at home, I end up working longer but take a few more restore breaks (walk the dog, for example, or walk around the block after a difficult phone call) also it is quiet at home and is conductive to getting the tasks done, so long as technology cooperates. ",training is most effective in the office because our technology lags a bit and it is usually most helpful to see another's computer screen when learning
5/4/2021 14:06,5/4/2021 14:13,IP Address,192.107.245.100,100,420,True,5/4/2021 14:13,R_1mmH2LEaQUkWsQX,,,,,44.82899475,-93.32189941,anonymous,EN,20,20,30,15,5,5,5,0,,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when working in the office,,,restore don't seem to remember to do at home,socialize and circulate  easier to do in the office
5/4/2021 14:06,5/4/2021 14:13,IP Address,192.107.245.100,100,422,True,5/4/2021 14:13,R_AyVbLvdDrM50O8F,,,,,44.82899475,-93.32189941,anonymous,EN,30,20,20,10,10,5,5,0,,Best when WFH,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when WFH,,,I don't have many distractions at home. I don't have young children or things I need to tend to during work hours. I am able to stay focused for longer periods of time. I am not interrupted as often as I am while sitting at my desk at work.,"It's easier to socialize and spend time solving problems as a group, while in the office. "
5/4/2021 14:07,5/4/2021 14:13,IP Address,24.118.164.163,100,395,True,5/4/2021 14:13,R_8rjvo3VAySba01j,,,,,45.04350281,-93.48269653,anonymous,EN,45,15,10,10,5,10,5,0,,Best when WFH,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,Best when working in the office,Best when WFH,Goes well for me in both locations,,,,I 
5/4/2021 14:06,5/4/2021 14:13,IP Address,192.107.245.100,100,449,True,5/4/2021 14:13,R_z14fS9bgSnWV9V7,,,,,44.82899475,-93.32189941,anonymous,EN,24,10,24,10,16,8,8,0,,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,Best when working in the office,Best when WFH,Goes well for me in both locations,,,"I can get away from work, easily go for a walk outside, address non-work things tugging at my mind ","Collaborate - it works fine remote, but it's often easier at the office.
Socialize - it's easier to socialize at the office, but can still be achieved while remote."
5/4/2021 14:06,5/4/2021 14:13,IP Address,192.107.245.100,100,402,True,5/4/2021 14:13,R_pFsf1GVfT88Kpbj,,,,,44.82899475,-93.32189941,anonymous,EN,50,10,10,5,10,10,5,0,,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when WFH,,,Less distractions at home.  Easier to talk on phone and focus on tasks. ,Actually socializing in person as opposed to virtual. 
5/4/2021 14:06,5/4/2021 14:13,IP Address,75.72.39.29,100,410,True,5/4/2021 14:13,R_2zTopziEcdkVJMj,,,,,44.87690735,-93.25350189,anonymous,EN,70,5,5,5,5,5,5,,,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,Best when working in the office,,,,
5/4/2021 14:06,5/4/2021 14:13,IP Address,173.22.110.234,100,460,True,5/4/2021 14:13,R_2E0gJYRNcB711sQ,,,,,44.99119568,-93.58180237,anonymous,EN,15,15,10,5,10,5,5,35,Daily tasks/email,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when WFH,Goes well for me in both locations,Tasks/Email,Restoring and circulating are best done at home. i can get out and walk my dogs or go get something done around the house to separate from work and get away from my computer for a bit.,Socializing and Collaborative work is best in the office as its more comfortable to do those things person to person without technology between us.
5/4/2021 14:06,5/4/2021 14:13,IP Address,192.107.245.100,100,413,True,5/4/2021 14:13,R_3P7buysELc6RVLy,,,,,44.82899475,-93.32189941,anonymous,EN,15,15,15,15,10,15,15,0,,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when WFH,Best when WFH,,,"You need to be more thoughtful when setting up time to discuss with other people - i.e. dropping into someone's office when you want to socialize if they are in the middle of a project. Taking walks during the day, maybe throwing in a load of laundry or finishing the dishes when you are taking a quick 10/15 minute break. Not having to drive in traffic and cutting out the commute time is more time to get work done. Quieter at home.","Building teams and getting to know coworkers on a casual, more personal setting. I think this can be done equally well when working from home if you are intentional about connecting and making the time. I think this is done best outside of work anyways like at lunch or happy hour"
5/4/2021 14:06,5/4/2021 14:13,IP Address,192.107.245.100,100,418,True,5/4/2021 14:13,R_2VF8cTh8a9yTpx5,,,,,44.82899475,-93.32189941,anonymous,EN,70,5,5,10,5,5,0,0,,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when WFH,,,,I have no distractions at home and I am not pulled into non work related conversations because someone is walking by my office and the door is open.,
5/4/2021 14:06,5/4/2021 14:13,IP Address,192.107.245.100,100,469,True,5/4/2021 14:13,R_2fx5F5wjZoXGFSt,,,,,44.82899475,-93.32189941,anonymous,EN,30,10,30,15,10,2,3,0,,Best when working in the office,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,Best when working in the office,Best when working in the office,Best when working in the office,Goes well for me in both locations,n/a,As an extrovert I do not like being isolated at home with numerous distractions that are not available in the office. ,The distinct separation itself between work and home by physically coming into the office is best for me so I can leave work at the office and not be tempted to continue working. It is more difficult to socialize via online meeting formats. I've missed being able to be in a conference room with others to collaborate using tools such as a white board. 
5/4/2021 14:06,5/4/2021 14:13,IP Address,192.107.245.100,100,461,True,5/4/2021 14:13,R_1CaGL7XQlfinLgd,,,,,44.82899475,-93.32189941,anonymous,EN,45,10,15,5,5,10,10,0,,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,Best when WFH,Best when WFH,,,"Concentration is best when working from home as I can better control any distractions. In the office you are not able to control what people around you are doing or when they may come to your desk to ""chat"". I also feel I can restore & circulate better at home as I don't feel like someone is ""watching"" me and potentially thinking I'm away from my desk when I should be there working. ",I think training is best in the office. Example - the EDI training was a struggle to do remotely and I think would have been best in the office where it would have been easier to ask questions and be more interactive.
5/4/2021 14:06,5/4/2021 14:13,IP Address,192.107.245.100,100,470,True,5/4/2021 14:13,R_31Lf3dB3LEZyny2,,,,,44.82899475,-93.32189941,anonymous,EN,25,20,20,5,10,10,10,0,,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Best when working in the office,Goes well for me in both locations,Goes well for me in both locations,,N/A,N/A,Socializing with colleagues and my team in the office was always important not only to me but to them as well.  I miss that.  Learning can sometimes be a little challenging when WFH because of internet or needing to have more hands on training and content vs virtual.  I've adapted and it works fine but in the office was sometimes easier.
5/4/2021 14:07,5/4/2021 14:13,IP Address,192.107.245.100,100,385,True,5/4/2021 14:14,R_DuTsMAREDEMg0BX,,,,,44.82899475,-93.32189941,anonymous,EN,60,10,10,5,5,5,5,0,,Goes well for me in both locations,Best when working in the office,Best when working in the office,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,Best when working in the office,,,I put both but I think concentrating from home is somewhat better ,"Group meetings are better in person, socializing and circulation are much better in the office "
5/4/2021 14:06,5/4/2021 14:14,IP Address,192.107.245.100,100,444,True,5/4/2021 14:14,R_3k4VMunDOANfx12,,,,,44.82899475,-93.32189941,anonymous,EN,40,10,20,10,10,5,5,0,,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when WFH,,,"I restore and circulate best from home when I've had a chance to decompress.  I like to be outside if at all possible, be around pets, etc.
","I tend to separate work from personal life and so socialization and connecting with others really goes better in person.
"
5/4/2021 14:07,5/4/2021 14:14,IP Address,192.107.245.100,100,429,True,5/4/2021 14:14,R_3q84hxuTs5bX0Kp,,,,,44.82899475,-93.32189941,anonymous,EN,30,25,15,10,5,10,5,0,None,Best when working in the office,Best when WFH,Best when working in the office,Goes well for me in both locations,Best when working in the office,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,None,For ideate I like having background noise such as a TV or a podcast but I don't like having things in my hears. Working from home I don't have to use headphones. For Restore the best way I restore is by laying on the couch for 10-15 minutes and doing something mindless such is scrolling though social media on my phone. Being in the office I can't lay down. :),Concentration is a big one for me that is easier in the office because I don't have the distraction of things I could be doing for the house like cleaning or lawn care. Collaborate and Socialize are easier for me in the office because I much prefer face to face interaction father than screen of phone. The rhythm of screen and phone interaction isn't the same and sometimes it gets awkward.
5/4/2021 14:06,5/4/2021 14:14,IP Address,192.107.245.100,100,438,True,5/4/2021 14:14,R_1Lj95ZkN4y6QaUR,,,,,44.82899475,-93.32189941,anonymous,EN,60,10,10,4,8,4,4,0,,Best when WFH,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,Best when working in the office,Best when working in the office,Best when working in the office,Goes well for me in both locations,,"When working from home, I can close the office door or 80 percent of the time I am home alone. ",I do miss the ability to just shout over the cube wall to get an answer. 
5/4/2021 14:06,5/4/2021 14:14,IP Address,192.107.245.100,100,458,True,5/4/2021 14:14,R_2EiUOzr9bFXhd7y,,,,,44.82899475,-93.32189941,anonymous,EN,70,5,5,0,10,5,5,0,N/a,Best when working in the office,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when working in the office,,N/a,I have more ways to reset my mind at home versus in the office.,"The office provides separation between work life and home life that I need. While at work, I'm there for the sole purpose of completing work tasks."
5/4/2021 14:06,5/4/2021 14:14,IP Address,192.107.245.100,100,470,True,5/4/2021 14:14,R_1r06ZJ9uFHuHpTx,,,,,44.82899475,-93.32189941,anonymous,EN,50,15,13,10,2,5,5,0,,Best when working in the office,Goes well for me in both locations,Best when working in the office,Best when working in the office,Best when working in the office,Best when WFH,Best when working in the office,Best when working in the office,Work space,Easier to go for a walk at home vs office,Better desk in office and faster computer/Easier to speak with people in person
5/4/2021 14:09,5/4/2021 14:14,IP Address,192.107.245.100,100,334,True,5/4/2021 14:14,R_73qoZAu0W7X4lc5,,,,,44.82899475,-93.32189941,anonymous,EN,15,40,25,3,3,5,5,4,,Best when WFH,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when working in the office,Struggling with this in both locations,Best when working in the office,Best when WFH,organize,"Very productive, get more work done because of less interruptions. there are also times I can't sleep, wills tart work early, work late, etc.","Team building, building rapport and relationships. Increasing cohesive relationships"
5/4/2021 14:07,5/4/2021 14:14,IP Address,192.107.245.100,100,449,True,5/4/2021 14:14,R_3hgsEY3UrmVPacm,,,,,44.82899475,-93.32189941,anonymous,EN,70,5,15,5,0,5,0,0,,Best when WFH,Best when WFH,Best when working in the office,Best when WFH,Best when working in the office,Goes well for me in both locations,Best when working in the office,,,,I think interactive meetings are better in the office.  Meetings that are sharing information are fine either way.
5/4/2021 14:07,5/4/2021 14:14,IP Address,192.107.245.100,100,466,True,5/4/2021 14:14,R_wMpBPJBat7WenqV,,,,,44.82899475,-93.32189941,anonymous,EN,15,30,30,5,10,5,5,0,None,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Best when WFH,Goes well for me in both locations,,None,Exercise is how I restore.  More opportunity at home and convenience. ,"Socializing in the office is easier.  At home, I home I have to make a concerted effort to do so. "
5/4/2021 14:07,5/4/2021 14:14,IP Address,192.107.245.100,100,464,True,5/4/2021 14:14,R_8r0p5CEH53y5Lup,,,,,44.82899475,-93.32189941,anonymous,EN,60,14,15,5,2,2,2,0,,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Best when working in the office,Best when WFH,Best when WFH,Goes well for me in both locations,,"Concentrate- there are not other people around in my home so it is easier to stay on task and keep unwanted noises to a minimum
Restore- I have more options that are easily available at home to restore that I wouldn't have in the office
Circulate- I don't have many areas I need to get around at home. This does cut down on physical activity throughout the day but it can be made up during more dedicated restore time","Learn- I learn best when someone is in front of me. It can be easy to get distracted by an incoming email or whatnot at home.
Social- Video meetings just don't do it for me, even though it is a social activity, I don't find that it is a quality social activity to me"
5/4/2021 14:07,5/4/2021 14:14,IP Address,192.107.245.100,100,464,True,5/4/2021 14:14,R_2zNsC5VOIrYWmxv,,,,,44.82899475,-93.32189941,anonymous,EN,30,20,15,10,5,15,5,0,,Goes well for me in both locations,Best when WFH,Best when working in the office,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when working in the office,,,"When I practice ""Ideate"" I walk around, talk to myself, etc. Stuff you wouldn't feel comfortable doing in an office space. It's also much easier to Restore when at home, I can step outside or sit in a different room and quickly recharge.","Collaboration can be awkward over online (technical issues, people talking over each other) it's much easier if everyone's in the same space. Same goes for socialization, I can eat lunch or talk with people outside my department I'd normally not interactive with."
5/4/2021 14:06,5/4/2021 14:15,IP Address,192.107.245.100,100,523,True,5/4/2021 14:15,R_r9jSSH7si5Se5Y5,,,,,44.82899475,-93.32189941,anonymous,EN,40,20,15,10,5,5,5,0,,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Best when WFH,Best when working in the office,Best when WFH,Best when working in the office,,,"I believe employees can't stop by your cube/office to ask questions. They need to use Jabber, Email or phone to get in contact with you which allows you to focus a little more. ","I think socializing is best in the office because you can stop by a co-workers cube/office and have a quick chat with them. Also, when seeing someone in the hall you can have a brief chat. "
5/4/2021 14:08,5/4/2021 14:15,IP Address,73.62.162.217,100,367,True,5/4/2021 14:15,R_1GqyCYgvcVx1bsl,,,,,44.83279419,-93.43959808,anonymous,EN,60,5,15,5,5,5,5,0,None,Best when working in the office,Goes well for me in both locations,Best when working in the office,Best when working in the office,Best when working in the office,Best when WFH,Best when WFH,,None ,"For example, while listening to your presentation I stood up and did some movement.  Much easier to do that alone at home. ",Venting about problems and asking for help is much easier in the office. 
5/4/2021 14:06,5/4/2021 14:15,IP Address,192.107.245.100,100,541,True,5/4/2021 14:15,R_31GJxn3dipH6Zs2,,,,,44.82899475,-93.32189941,anonymous,EN,53,10,10,25,1,0,1,0,,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Struggling with this in both locations,Best when working in the office,Goes well for me in both locations,I have nothing else,there are no other distractions,I would get up and walk to bathroom or down stairs
5/4/2021 14:07,5/4/2021 14:15,IP Address,192.107.245.100,100,485,True,5/4/2021 14:15,R_1mhgl9t5nos0pBn,,,,,44.82899475,-93.32189941,anonymous,EN,65,5,10,5,5,5,5,0,,Best when WFH,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,Best when working in the office,Struggling with this in both locations,Goes well for me in both locations,Best when WFH,n/a,"I feel that when I am not surrounded by distractions, it is much easier to concentrate on tasks and feel much more productive with the bulk of my work when I am at home and ""in the concentration"" mode. Much quieter and nobody randomly walking up and interrupting. ","I think when you are sitting in your team ""pods"" it is easier to work through a question or issue by turning around and just talking it out.  "
5/4/2021 14:07,5/4/2021 14:15,IP Address,192.107.245.100,100,473,True,5/4/2021 14:15,R_3JtrFHiztqEcCdY,,,,,44.82899475,-93.32189941,anonymous,EN,15,15,10,10,20,25,5,0,,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Best when working in the office,Best when working in the office,Best when WFH,Best when WFH,,,not having the stress of driving home after a possible stressful day helps especially if their is bad weather.  ,sometimes it is easier to learn a task in person rather than a virtual setting
5/4/2021 14:06,5/4/2021 14:15,IP Address,192.107.245.100,100,499,True,5/4/2021 14:15,R_3fdVEq01g6HaBFG,,,,,44.82899475,-93.32189941,anonymous,EN,45,15,15,10,5,5,5,0,,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,,"Concentration is fine either wfh or office, but there's less of a chance for distractions so I slightly favored wfh on these answers. Same for learning- less of a chance for disruption during a training event. ",N/A
5/4/2021 14:06,5/4/2021 14:15,IP Address,73.185.156.226,100,525,True,5/4/2021 14:15,R_3nARoYfnbOdge69,,,,,44.83059692,-92.93930054,anonymous,EN,20,14,13,17,5,16,15,0,,Best when working in the office,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Best when working in the office,,,"I seem to concentrate better, have more time to complete projects without interruptions.","When learning a new job or task, I like being in the office with that one on one interaction with the trainer and or instructor. "
5/4/2021 14:08,5/4/2021 14:15,IP Address,192.107.245.100,100,400,True,5/4/2021 14:15,R_3emm6y4s9nM97jv,,,,,44.82899475,-93.32189941,anonymous,EN,25,10,25,10,10,10,10,0,,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Best when working in the office,Goes well for me in both locations,Goes well for me in both locations,,,,Learning from the office works better for me.  More hands on.  
5/4/2021 14:07,5/4/2021 14:15,IP Address,192.107.245.100,100,504,True,5/4/2021 14:15,R_1kRKZLbXkCSLvRR,,,,,44.82899475,-93.32189941,anonymous,EN,65,10,5,5,5,5,5,0,,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when WFH,,,"At home, it is quiet and I can concentrate.  At work, there may be people talking next to my cube or many other different interruptions.",
5/4/2021 14:06,5/4/2021 14:15,IP Address,192.107.245.100,100,562,True,5/4/2021 14:15,R_3QXeWTtAfm2GnzC,,,,,44.82899475,-93.32189941,anonymous,EN,12.5,23.25,33,6.25,6.25,6.25,12.5,0,None,Best when WFH,Best when working in the office,Best when working in the office,Best when WFH,Best when working in the office,Goes well for me in both locations,Best when working in the office,,None,Concentrate & Learn - No interruptions from coworkers passing by to chat.,"Ideate, Collaborate, Socialize, Circulate - GoToMeeting/MicrosoftTeams & Jabber are good remote resources to connect, but nothing beats in person communication. People are more involved and discussion is smoother."
