Unnamed: 0,Header_schoolname,HeaderDD_addnotes,Combo,NotOpen
71704-FCI-FRANCISCA DAVILA SEMPRIT.pdf,FRANCISCA DAVILA SEMPRIT,"K-8, 263 students, 53 staff, (102 speds studs) Shelter school.School has extend program until 6pm.","k-8, 263 students, 53 staff, (102 speds studs) shelter school.school has extend program until 6pm. their being using 1 building from other school. next to them. storm water is drained from parking lot and grounds within hours after a rain event; the campus operations are not interrupted by rain events. drives are extensively cracked with heaving and/or subsidence. parking striping is extensively worn; replace top coat and re-stripe trash collection not adequately sized; increase size of enclosed spaced erosion ruts are observed on campus & clogging catch basins; regrade; new landscape & stormwater management sidewalks are extensively cracked with heaving and/or subsidence. replace with new exterior lighting is not sufficient to illuminate walkways between buildings. entire perimeter of site is fenced. inadequate space for outdoor activities;     some columns have minor cracking, spalling or corrosion some structural walls  have minor visible cracking, spalling or exposed reinforcing campus has consist internet services throughout campus; campus has not experienced 'drop-out' in the last 12 months some floor slab or decking areas have significant visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration some roof slab or decking areas have minor visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration most roof framing members have significant visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration some floor framing members have significant visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration basketball court is closed by struc eng recommendation  replace replace majority in fair condition; install new finishes mold found in many locations; remediation to be confirmed adequate adequate   cracks observed - repair repair repair elevators yes elevator is a lift model like bavaria model. 2 story bldg. adm, lab classroom, library, 4 sped classroom.  most of school  natural ventilation replace system  add exhaust system  pad transformer some tile wall are in bad conditions adequate  in the kitchen it’s working water pump room is operating  nan nan appear to be operable no  it’s working nan wi/if servers nan handwash no municipal utility spills to grade yes grout stained cmu block leaking water space too small - not compliant propane both adequate no machine nan    ",1
73650-FCI-PEDRO P CASABLANCA.pdf,PEDRO P CASABLANCA,Add any additional notes.," addtional notes campus operations are interrupted once a month during hurricane season from the accumulation of stormwater.  three or eight times annually, the campus may experience sustained flooding to the parking lot and / or  building(s) and / or grounds for 24 hours.  the rainwater floods educational areas; requiring the classes to be canceled. paved service adequate parking is not sufficient for staff and visitors; add parking replace/add new enclosure with concrete walls and new catch basin drainage is not sufficient to prevent rainwater from covering parking and/or walkways. adequate exterior lighting is not sufficient to illuminate parking areas. fencing is in adequate condition. inadequate diversity of activities for the quantity of students served. landscaping is attractive.   some columns have minor cracking, spalling or corrosion some structural walls  have minor visible cracking, spalling or exposed reinforcing campus has consist internet services throughout campus; campus has not experienced 'drop-out' in the last 12 months     short columns reinforced   some isolated conditions wall require patching/repair mold found in some locations; remediation to be confirmed replace    adequate    moisture affecting all arch elements admin, library, 1 classroom replace ac system & upgrade envelope for system  not enough elec for ac    add exhaust system  pad transformer cleanable - in good working order adequate inadequate clearances nan neutralization tank for chem class yes nan appear to be operable no    nan   handwash yes: what kind municipal utility  yes grout stained wood - to be replaced other:  enter text generally complies with accessible spatial needs - minor adjustments to accessories propane both adequate appears to be operable nan    ",0
73668-FCI-MERCEDES GARCIA DE COLORADO.pdf,MERCEDES GARCIA DE COLORADO,"6-8 grades - 252 student, 43staff. (80 sped students)","6-8 grades - 252 student, 43staff. (80 sped students) need more parking space for staff members storm water is drained from parking lot and grounds within hours after a rain event; the campus operations are not interrupted by rain events. paved service adequate parking is not sufficient for staff and visitors; add parking trash collection not adequately sized; increase size of enclosed spaced erosion ruts are observed on campus & clogging catch basins; regrade; new landscape & stormwater management sidewalks are extensively cracked with heaving and/or subsidence. replace with new exterior lighting is not sufficient to illuminate walkways between buildings. entire perimeter of site is fenced. inadequate space for outdoor activities;  landscaping does not restrict visibility and provide areas for concealment.   some columns have minor cracking, spalling or corrosion some structural walls  have minor visible cracking, spalling or exposed reinforcing campus has consist internet services throughout campus; campus has not experienced 'drop-out' in the last 12 months some floor slab or decking areas have minor visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration most roof slab or decking areas have minor visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration most roof framing members have minor visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration most floor framing members have minor visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration structural joints at corridor are exposed. replace replace some isolated conditions wall require patching/repair mold found in some locations; remediation to be confirmed adequate   poor - cracking cracks observed - repair repair repair ramps yes guardrailing of stairs is not ada compliant adm, library, 4 classrooms replace ac system & upgrade envelope for system   natural ventilation  replace system  add exhaust system art classroom use natural vent/ needs exhaust vent pad transformer/ concrete pads have to be revised cleanable - in good working order needs more fd inadequate clearances nan second floor have problems with water pressure. nan nan not operable no  working nan wi-fi servers nan handwash  municipal utility spills to grade, basketball court drainage appears to work - gutter/downspout yes grout stained cmu block partition leaking water space too small - not compliant propane system has pressure problem one refrigerator works, second one doesn’t work. freezer is working well. adequate no machine nan    ",0
73890-FCI-MARIA C OSORIO.pdf,MARIA C OSORIO,3 stories with basement,"3 stories with basement addtional notes campus operations are rarely interrupted by rain events from the accumulation of water from storm events.  once or three times annually, the campus may experience sustained flooding to the parking lot and / or grounds for 24 hours.  the water level never floods any of the buildings, nor does it interrupt classwork. paved service adequate parking is not sufficient for staff and visitors; add parking does not exist areas of standing water remain after a rainfall.  expand storm system adequate exterior lighting is not sufficient to illuminate walkways between buildings. fencing needs to be replaced in some areas adequate area need equipment minimal  foundations appear to be stable with no visible grade settlement and/or erosion  columns have no visible cracking, spalling or corrosion structural walls appear to be stable with no visible cracking, spalling or exposed reinforcing campus has consist internet services throughout campus; campus has not experienced 'drop-out' in the last 12 months floor slab or decking areas appear to be sound with no visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration roof slab or decking areas appear to be sound with no visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration  floor framing appear to be sound with no visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration leaks in basement at cafeteria/ rusted column base at gym repair repair some isolated conditions wall require patching/repair nan repair repair paint/ repair not covered/ cracking adequate adequate adequate ramps yes  all listed   sped classrooms    natural some spilts not functional pad transformer cleanable - in good working order adequate   floor drains at lower level not working none observed nan appear to be operable no  exists exists not working exists  nan handwash no municipal utility natural none painted plaster painted plaster appears functional generally complies with accessible spatial needs - minor adjustments to accessories propane both adequate hand wash nan    ",0
74039-FCI-MARIA TERESA PIÑEIRO.pdf,MARIA TERESA PIÑEIRO,"307 students, 46 staff, ( 82 sped students). Academic school w/ 1 CTE program (1 classroom) Security problems, people are getting inside thru the fence","307 students, 46 staff, ( 82 sped students). academic school w/ 1 cte program (1 classroom) security problems, people are getting inside thru the fence addtional notes campus operations are interrupted once a month during hurricane season from the accumulation of stormwater.  three or eight times annually, the campus may experience sustained flooding to the parking lot and / or  building(s) and / or grounds for 24 hours.  the rainwater floods educational areas; requiring the classes to be canceled. drives are extensively cracked with heaving and/or subsidence. parking is not sufficient for staff and visitors; add parking replace/add new enclosure with concrete walls and new catch basin areas of standing water remain after a rainfall.  expand storm system they need patching light repairs exterior lighting is not sufficient to illuminate walkways between buildings. entire perimeter of site is fenced. inadequate space for outdoor activities;  erosion ruts common   some columns have minor cracking, spalling or corrosion some structural walls  have minor visible cracking, spalling or exposed reinforcing campus has consist internet services throughout campus; campus has not experienced 'drop-out' in the last 12 months some floor slab or decking areas have minor visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration significant visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration most roof framing members have significant visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration significant visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration structural joint de remove and never replace replace  some isolated conditions wall require patching/repair mold found in many locations; remediation to be confirmed repair repair  poor - cracking bad conditions repair repair ramps yes  adm, library,classrooms   80% a/c does not work natural ventilation replace system  add exhaust system  pad transformer cleanable - in good working order needs more inadequate clearances nan school has water pump room it’s working nan nan not operable no  is working nan wi/fi servers nan handwash no municipal utility spills to grade yes non-hygienic - ceramic tile cracked cmu block leaking water space too small - not compliant propane both adequate no machine nan    ",0
74476-FCI-MARIA J CORREDOR RIVERA.pdf,MARIA J CORREDOR RIVERA,Add any additional notes.," addtional notes campus operations are rarely interrupted by rain events from the accumulation of water from storm events.  once or three times annually, the campus may experience sustained flooding to the parking lot and / or grounds for 24 hours.  the water level never floods any of the buildings, nor does it interrupt classwork. paved service adequate parking is not sufficient for staff and visitors; add parking does not exist slight pooling on court, mainly after hurricane sidewalks are extensively cracked with heaving and/or subsidence. replace with new exterior lighting is not sufficient to illuminate walkways between buildings. entire perimeter of site is fenced. inadequate space for outdoor activities;    foundations appear to be stable with no visible grade settlement and/or erosion  columns have no visible cracking, spalling or corrosion structural walls appear to be stable with no visible cracking, spalling or exposed reinforcing campus has zones on campus with no internet service; campus experiences 'drop-outs' monthly some floor slab or decking areas have minor visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration roof slab or decking areas appear to be sound with no visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration roof framing appear to be sound with no visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration some floor framing members have minor visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration  adequate adequate majority in fair condition; install new finishes nan repair repair  exposed concrete too slippery when wet (exposed to outdoors) treads worn/damaged - new metal tread surfaces adequate repair ramps yes moisture damage window units not adequate to condition spaces replace ac system & upgrade envelope for system   natural   add exhaust system  pad transformer cleanable - in good working order adequate adequate    nan appear to be operable no  yes no yes   handwash yes: what kind municipal utility  gang restrooms do, others don’t acceptable other:  enter text leaking water generally complies with accessible spatial needs - minor adjustments to accessories propane both adequate  none    ",0
75630-FCI-BETTY ROSADO DE VEGA.pdf,BETTY ROSADO DE VEGA,Add any additional notes.," addtional notes additional notes drives are extensively cracked with heaving and/or subsidence. parking not sufficient, has land adjacent to expand does not exist sufficient, located atop a large hill some sidewalk cracking sufficient but some broken fencing is in adequate condition. play areas are adequate to provide opportunities for all age groups. landscaping is attractive.  foundations appear to be stable with no visible grade settlement and/or erosion  columns have no visible cracking, spalling or corrosion structural walls appear to be stable with no visible cracking, spalling or exposed reinforcing no issues floor slab or decking areas appear to be sound with no visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration roof slab or decking areas appear to be sound with no visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration roof framing appear to be sound with no visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration floor framing appear to be sound with no visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration only problem is in the concrete gazebo outside the school,  adequate adequate majority in fair condition; install new finishes nan repair repair  exposed concrete too slippery when wet (exposed to outdoors) cracking and some stairs have very steep ramp portions that are slippery adequate adequate ramps yes moisture damage most conditioned by window units that are not sufficient for class load replace ac system & upgrade envelope for system   natural   add exhaust system  pad transformer cleanable - in good working order none inadequate clearances    none appear to be operable no  yes broken yes   handwash yes: what kind municipal utility  none acceptable other:  enter text leaking water generally complies with accessible spatial needs - minor adjustments to accessories propane both adequate  nan    ",0
75705-FCI-RAFAEL MARTINEZ NADAL.pdf,RAFAEL MARTINEZ NADAL,"This school is currently closed after the earthquakes two years ago though the building was given the OK by engineers. The faculty and students were combined with the other local school margarita janer palacio. Some of the faculty followed us over to this school and told us they have no clue why the school was closed and want to come back as a soon as possible. Overall their doesn't seem to be any structural damage, just wear from two years of neglect.","this school is currently closed after the earthquakes two years ago though the building was given the ok by engineers. the faculty and students were combined with the other local school margarita janer palacio. some of the faculty followed us over to this school and told us they have no clue why the school was closed and want to come back as a soon as possible. overall their doesn't seem to be any structural damage, just wear from two years of neglect. addtional notes slight accumulation in court yard due to grading paved service adequate parking is sufficient adequate erosion ruts are observed on campus & clogging catch basins; regrade; new landscape & stormwater management sidewalks are extensively cracked with heaving and/or subsidence. replace with new seems sufficient fencing is in adequate condition. play areas are adequate to provide opportunities for all age groups. landscaping is attractive.  foundations appear to be stable with no visible grade settlement and/or erosion  columns have no visible cracking, spalling or corrosion structural walls appear to be stable with no visible cracking, spalling or exposed reinforcing campus has consist internet services throughout campus; campus has not experienced 'drop-out' in the last 12 months floor slab or decking areas appear to be sound with no visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration roof slab or decking areas appear to be sound with no visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration roof framing appear to be sound with no visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration floor framing appear to be sound with no visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration roof leaks from neglect adequate drains need cleaning majority in fair condition; install new finishes mold found in some locations; remediation to be confirmed adequate repair  exposed concrete too slippery when wet (exposed to outdoors) treads worn/damaged - new metal tread surfaces adequate mostly ok with few cracks ramps yes  computer labs replace ac system & upgrade envelope for system   natural   add exhaust system  pad transformer cleanable - in good working order none adequate    none appear to be operable  no yes no yes   handwash yes: what kind municipal utility  none non-hygienic - ceramic tile cracked other:  enter text  generally complies with accessible spatial needs - minor adjustments to accessories propane both adequate  none   electrical insufficient for building needs ",1
75713-FCI-RAMON MARIN SOLA.pdf,RAMON MARIN SOLA,Add any additional notes.," addtional notes campus operations are rarely interrupted by rain events from the accumulation of water from storm events.  once or three times annually, the campus may experience sustained flooding to the parking lot and / or grounds for 24 hours.  the water level never floods any of the buildings, nor does it interrupt classwork. paved service adequate parking is sufficient  replace/add new enclosure with concrete walls and new catch basin drainage is adequate-no report of flooding additional sidewalks are needed. exterior lighting is not sufficient to illuminate walkways between buildings. entire perimeter of site is fenced. inadequate diversity of activities for the quantity of students served. wild growth-needs trimmed   foundations appear to be stable with no visible grade settlement and/or erosion  columns have no visible cracking, spalling or corrosion structural walls appear to be stable with no visible cracking, spalling or exposed reinforcing campus has consist internet services throughout campus; campus has not experienced 'drop-out' in the last 12 months floor slab or decking areas appear to be sound with no visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration roof slab or decking areas appear to be sound with no visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration roof framing appear to be sound with no visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration floor framing appear to be sound with no visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration  repair repair majority in fair condition; install new finishes mold found in some locations; remediation to be confirmed repair repair  no elevator  cracks observed - repair adequate adequate ramps yes  administration, library, computer room new & in good condition      none   pad transformer  none  inadequate clearances yes  none within view of site none  appear to be operable no  cameras around perimeter  none have wi-fi, works sporadically  yes  nan hand wash yes: what kind municipal utility storm drains around site none  grout stained concrete leaking water generally complies with accessible spatial needs - minor adjustments to accessories propane both  hand wash none    many receptacles not working  ",0
75747-FCI-MARIANO ABRIL ELEMENTAL.pdf,MARIANO ABRIL ELEMENTAL,Add any additional notes.," addtional notes campus operations are rarely interrupted by rain events from the accumulation of water from storm events.  once or three times annually, the campus may experience sustained flooding to the parking lot and / or grounds for 24 hours.  the water level never floods any of the buildings, nor does it interrupt classwork. no drives- no parking  none  replace/add new enclosure with concrete walls and new catch basin areas of standing water remain after a rainfall.  expand storm system additional sidewalks are needed. does not work  entire perimeter of site is fenced. inadequate diversity of activities for the quantity of students served. wild growth, needs trimmed   foundations appear to be stable with no visible grade settlement and/or erosion  columns have no visible cracking, spalling or corrosion structural walls appear to be stable with no visible cracking, spalling or exposed reinforcing campus has zones on campus with no internet service; campus experiences 'drop-outs' monthly floor slab or decking areas appear to be sound with no visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration roof slab or decking areas appear to be sound with no visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration roof framing appear to be sound with no visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration floor framing appear to be sound with no visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration few areas with significant ceiling damage of concrete repair repair majority in fair condition; install new finishes mold found in some locations; remediation to be confirmed repair repair  no elevator  cracks observed - repair replace all drop ceilings some pitting / divots to repair ramps exist and are generally in good condition-no ramp up to level 3  administration, special education class, psychology building replace ac system & upgrade envelope for system     natural add exhaust system  pad transformer surfaces cracked - no longer cleanable none  cafeteria not being used now 2 both working  none in sight of school no  appear to be operable no  cameras around perimeter  yes - used rarely, 3 outdoor speakers  wi-fi throughout works intermittently  yes  no  wash by hand no municipal utility yes none grout stained tile leaking water generally complies with accessible spatial needs - minor adjustments to accessories propane both obsolete - replace wash by hand  none   receptacles are working intermittently  ",1
75788-FCI-SANTIAGO IGLESIAS PANTIN.pdf,SANTIAGO IGLESIAS PANTIN,"Completely abandoned as of a year ago. Electricity and water still connected, very overgrown, super cool layout/ court area with plenty of potential","completely abandoned as of a year ago. electricity and water still connected, very overgrown, super cool layout/ court area with plenty of potential addtional notes overgrowth blocking draingage, roots causing tears in ground, walkways drives are extensively cracked with heaving and/or subsidence. parking is not sufficient for staff and visitors; add parking does not exist erosion ruts are observed on campus & clogging catch basins; regrade; new landscape & stormwater management sidewalks are extensively cracked with heaving and/or subsidence. replace with new exterior lighting is not sufficient to illuminate walkways between buildings. entire perimeter of site is fenced. equipment is obsolete- showing signs of corrosion and lack of use. overgrown but definitely has potential to be a beautiful campus courtyard   some columns have minor cracking, spalling or corrosion some structural walls  have minor visible cracking, spalling or exposed reinforcing no wi-fi located in classrooms or campus floor slab or decking areas appear to be sound with no visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration roof slab or decking areas appear to be sound with no visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration roof framing appear to be sound with no visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration floor framing appear to be sound with no visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration  adequate adequate some isolated conditions wall require patching/repair mold found in many locations; remediation to be confirmed repair repair  exposed concrete too slippery when wet (exposed to outdoors)  repair repair ramps yes      natural   add exhaust system  pad transformer      yes none  no  yes none none     municipal utility  yes non-hygienic - ceramic tile cracked other:  enter text leaking water generally complies with accessible spatial needs - minor adjustments to accessories     none    ",1
75812-FCI-JOSEFINA BARCELO.pdf,JOSEFINA BARCELO,Add any additional notes.," courtnyard drainage is good, halls are bad campus operations are rarely interrupted by rain events from the accumulation of water from storm events.  once or three times annually, the campus may experience sustained flooding to the parking lot and / or grounds for 24 hours.  the water level never floods any of the buildings, nor does it interrupt classwork. drives are extensively cracked with heaving and/or subsidence. parking is not sufficient for staff and visitors; add parking does not exist drainage is not sufficient to prevent rainwater entering building. additional sidewalks are needed. exterior lighting is not sufficient to illuminate walkways between buildings.   landscaping is attractive.  foundations appear to be stable with no visible grade settlement and/or erosion  some columns have minor cracking, spalling or corrosion some structural walls  have minor visible cracking, spalling or exposed reinforcing yes wi-fi but inconsistent speed some floor slab or decking areas have minor visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration roof slab or decking areas appear to be sound with no visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration roof framing appear to be sound with no visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration some floor framing members have minor visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration fema color rating yellow three classrooms closed adequate adequate some isolated conditions wall require patching/repair nan repair repair    repair repair    half not working   natural   add exhaust system  pad transformer surfaces cracked - no longer cleanable adequate inadequate clearances    nan appear to be operable   yes none yes   handwash yes: what kind municipal utility  yes acceptable other:  enter text leaking water generally complies with accessible spatial needs - minor adjustments to accessories propane both adequate  none   inconsistent electrical service  ",1
75838-FCI-MARGARITA JANER PALACIOS.pdf,MARGARITA JANER PALACIOS,Add any additional notes.," addtional notes mainly problems with south drainage of storm drives are extensively cracked with heaving and/or subsidence. parking is not sufficient for staff and visitors; add parking does not exist erosion ruts are observed on campus & clogging catch basins; regrade; new landscape & stormwater management sidewalks are extensively cracked with heaving and/or subsidence. replace with new exterior lighting is not sufficient to illuminate walkways between buildings. fencing needs repairs and does not fully enclose campus play areas are adequate to provide opportunities for all age groups. landscaping is attractive.  foundations appear to be stable with no visible grade settlement and/or erosion  columns have no visible cracking, spalling or corrosion structural walls appear to be stable with no visible cracking, spalling or exposed reinforcing campus has zones on campus with no internet service; campus experiences 'drop-outs' monthly some floor slab or decking areas have minor visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration some roof slab or decking areas have minor visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration roof framing appear to be sound with no visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration some floor framing members have minor visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration nan repair repair majority in fair condition; install new finishes mold found in some locations; remediation to be confirmed repair repair   treads worn/damaged - new metal tread surfaces adequate adequate nan   electrical insufficient to operate all of the hvac etc.   natural   add exhaust system  pad transformer cleanable - in good working order none inadequate clearances yes san lift station broken, causing pooling of sanitary south of site.  none appear to be operable none  yes no yes   handwash yes: what kind municipal utility  none acceptable other:  enter text leaking water generally complies with accessible spatial needs - minor adjustments to accessories propane both adequate  none    ",0
75879-FCI-JUAN PONCE DE LEON.pdf,JUAN PONCE DE LEON,"This is a community school, the director asked if it was possible to combine them with the high school located just a few blocks away. They apparently have sufficient space in the high school to house all the grades and repurpose this campus.","this is a community school, the director asked if it was possible to combine them with the high school located just a few blocks away. they apparently have sufficient space in the high school to house all the grades and repurpose this campus. addtional notes site drainage not good enough to prevent major ponding on/around court drives are extensively cracked with heaving and/or subsidence. parking is not sufficient for staff and visitors; add parking does not exist erosion ruts are observed on campus & clogging catch basins; regrade; new landscape & stormwater management   entire perimeter of site is fenced. play areas are adequate to provide opportunities for all age groups. landscaping is attractive. large tree roots creating raised portions of site, preventing drainage foundations appear to be stable with no visible grade settlement and/or erosion  columns have no visible cracking, spalling or corrosion structural walls appear to be stable with no visible cracking, spalling or exposed reinforcing wifi drops due to electricity, slow wi-fi speeds some floor slab or decking areas have significant visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration roof slab or decking areas appear to be sound with no visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration roof framing appear to be sound with no visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration some floor framing members have minor visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration short column support adequate adequate some isolated conditions wall require patching/repair nan repair repair   poor condition - replace repair repair nan   most have ac, electrical not sufficient to operate all units   natural   add exhaust system  pad transformer cleanable - in good working order  none inadequate clearances yes, not working   nan  no  yes none yes, slow and drops due to electrical problems   handwash yes: what kind municipal utility  none acceptable other:  enter text leaking water space too small - not compliant propane both adequate  none   electrical not sufficient to run all hvac ",0
76257-FCI-NUEVA ESCUELA SU ANTONIO RIVERA.pdf,NUEVA ESCUELA SU ANTONIO RIVERA,146 students from k-8. (56 Sped students) 37 staff & Teachers.,"146 students from k-8. (56 sped students) 37 staff & teachers. addtional notes storm water is drained from parking lot and grounds within hours after a rain event; the campus operations are not interrupted by rain events. paved service adequate parking stops are needed. replace/add new enclosure with concrete walls and new catch basin erosion ruts are observed on campus & clogging catch basins; regrade; new landscape & stormwater management sidewalks are extensively cracked with heaving and/or subsidence. replace with new good exterior system lighting entire perimeter of site is fenced. inadequate space for outdoor activities;  landscaping does not restrict visibility and provide areas for concealment.   some columns have minor cracking, spalling or corrosion some structural walls  have minor visible cracking, spalling or exposed reinforcing services drop-out during weeks   roof framing appear to be sound with no visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration some floor framing members have minor visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration  repair repair majority in fair condition; install new finishes mold found in some locations; remediation to be confirmed 1 per room need repair repair  poor - cracking cracks observed - repair repair repair ramps yes school paint finish look in peeling administration replace ac system & upgrade envelope for system nurse room library, 2 classroom a/c does not work.  replace system natural vent add exhaust system kitchen had exhaust vent & natural vent  cleanable - in good working order adequate  1 restroom cistern, 1 cistern for schools commons areas 115 students use the dinning area too few  appear to be operable no  cameras security system speakers  data & security racks nan handwash  municipal utility  yes grout stained cmu block partition good space too small - not compliant propane both good conditioned  nan    ",0
77552-FCI-PAPA JUAN XXIII.pdf,PAPA JUAN XXIII,Add any additional notes.," addtional notes storm water is drained from parking lot and grounds within hours after a rain event; the campus operations are not interrupted by rain events. drives are extensively cracked with heaving and/or subsidence. parking is not sufficient for staff and visitors; add parking trash collection not adequately sized; increase size of enclosed spaced adequate sidewalks are extensively cracked with heaving and/or subsidence. replace with new exterior lighting is not sufficient to illuminate parking areas. entire perimeter of site is fenced. play areas are adequate to provide opportunities for all age groups. landscaping is attractive.   some columns have minor cracking, spalling or corrosion some structural walls  have significant visible cracking, spalling or exposed reinforcing campus has consist internet services throughout campus; campus has not experienced 'drop-out' in the last 12 months most floor slab or decking areas have significant visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration     adequate replace some isolated conditions wall require replacement mold found in some locations; remediation to be confirmed replace replace  adequate treads worn/damaged - new metal tread surfaces repair replace ramps yes  admin, sped, comp lab replace ac system & upgrade envelope for system   natural   add exhaust system  pad transformer cleanable - in good working order adequate inadequate clearances yes  nan nan  no  yes nan yes yes nan handwash yes: what kind municipal utility  nan non-hygienic - ceramic tile cracked wood - to be replaced leaking water generally complies with accessible spatial needs - minor adjustments to accessories propane both adequate  no    ",0
77651-FCI-TOMAS MASO RIVERA  MORALES.pdf,TOMAS MASO RIVERA  MORALES,Mix of multi and single story,"mix of multi and single story addtional notes adequate paved service adequate adequate does not exist adequate adequate exterior lighting is not sufficient to illuminate parking areas. entire perimeter of site is fenced.  minimal  foundations appear to be stable with no visible grade settlement and/or erosion  columns have no visible cracking, spalling or corrosion structural walls appear to be stable with no visible cracking, spalling or exposed reinforcing campus has consist internet services throughout campus; campus has not experienced 'drop-out' in the last 12 months floor slab or decking areas appear to be sound with no visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration roof slab or decking areas appear to be sound with no visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration  floor framing appear to be sound with no visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration  repair repair some isolated conditions wall require patching/repair mold found in some locations; remediation to be confirmed repair repair paint in some areas  adequate adequate  ramps yes  music/ admin replace ac system & upgrade envelope for system  classrooms have split systems. not working doas/ split dx replace system ceiling fans in classrooms and gym natural welding does not have ventilation pad transformer cleanable - in good working order adequate inadequate clearances nan   nan appear to be operable no  exists nan exists  nan handwash no municipal utility  yes non-hygienic - ceramic tile cracked tile appear to be functioning generally complies with accessible spatial needs - minor adjustments to accessories propane have both/ one not functional adequate hand wash exists but needs repair 250   ",0
78832-FCI-MARTIN GARCIA GIUSTI.pdf,MARTIN GARCIA GIUSTI,"338 students, 26 teachers, 17 staff. (15 sped students) K-8","338 students, 26 teachers, 17 staff. (15 sped students) k-8 addtional notes storm water is drained from parking lot and grounds within hours after a rain event; the campus operations are not interrupted by rain events. drives are extensively cracked with heaving and/or subsidence. parking is not sufficient for staff and visitors; add parking trash collection not adequately sized; increase size of enclosed spaced erosion ruts are observed on campus & clogging catch basins; regrade; new landscape & stormwater management good conditions need patch exterior lighting is not sufficient to illuminate walkways between buildings. entire perimeter of site is fenced.   chain fence need repairs  columns have no visible cracking, spalling or corrosion structural walls appear to be stable with no visible cracking, spalling or exposed reinforcing campus has consist internet services throughout campus; campus has not experienced 'drop-out' in the last 12 months some floor slab or decking areas have minor visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration some roof slab or decking areas have minor visible cracking, spalling, exposed reinforcing,  corrosion or wood deterioration roof framing appear to be sound with no visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration floor framing appear to be sound with no visible cracking, spalling, exposed reinforcing, corrosion or wood deterioration  repair  some isolated conditions wall require patching/repair nan  repair  looks good conditions cracks observed - repair adequate adequate ramps yes library has linking problem thru the wall all spaces replace ac system & upgrade envelope for system   use natural ventilation, most spaces have plastic covering lovers preventing ventilation replace system  add exhaust system  pad transformer cleanable - in good working order adequate  cistern kitchen is not working, cistern for bathroom does not a/c  does not work, wall tiles need repair   appear to be operable no  working nan wi-fi servers nan handwash no municipal utility spills to grade clogged grout stained cmu block works generally complies with accessible spatial needs - minor adjustments to accessories propane both adequate no machine nan   main lobby roof has linking problems ",0
