,NameFilter,RoomModelId,ProjectName,RoomId,RoomName,Name2,Cluster,Label,ClustTotal,ClustRoomTotal,ClustRoomTypePorp
4826,cell person,1932649913,,1932649913:6041021,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4827,cell person,1932649913,,1932649913:6041116,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4828,cell person,1932649913,,1932649913:4231384,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4829,cell person,1932649913,,1932649913:6008989,1-PERSON ACCESSIBLE CELL - B.H., person accessible cell   bh,37,cell cells isolation,2890,8,0.0
4830,cell person,1932649913,,1932649913:6015120,2-PERSON CELL - B.H., person cell   bh,37,cell cells isolation,2890,16,0.01
4831,cell person,1932649913,,1932649913:6040883,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4832,cell person,1932649913,,1932649913:6040886,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4833,cell person,1932649913,,1932649913:6041073,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4834,cell person,900551144,YAVAPAI COUNTY CRIMINAL JUSTICE CENTER,900551144:3100790,4 PERSON CELL,person cell,37,cell cells isolation,2890,6,0.0
4835,cell person,1932649913,,1932649913:4432982,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4836,cell person,1932649913,,1932649913:6015109,1-PERSON ACCESSIBLE CELL - B.H., person accessible cell   bh,37,cell cells isolation,2890,8,0.0
4837,cell person,1932649913,,1932649913:6015118,1-PERSON ACCESSIBLE CELL - B.H., person accessible cell   bh,37,cell cells isolation,2890,8,0.0
4838,cell person,1932649913,,1932649913:6034430,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4839,cell person,1932649913,,1932649913:6034434,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4840,cell person,1932649913,,1932649913:6034437,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4841,cell person,1932649913,,1932649913:6040889,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4842,cell person,1932649913,,1932649913:6040955,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4843,cell person,1932649913,,1932649913:6041012,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4844,cell person,1932649913,,1932649913:6041066,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4845,cell person,1932649913,,1932649913:4225701,ACCESSIBLE 1-PERSON CELL,accessible  person cell,37,cell cells isolation,2890,12,0.0
4846,cell person,1932649913,,1932649913:4432613,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4847,cell person,1932649913,,1932649913:6034408,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4848,cell person,1932649913,,1932649913:6034413,2-PERSON CELL, person cell,37,cell cells isolation,2890,24,0.01
4849,cell person,1932649913,,1932649913:4426185,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4850,cell person,1932649913,,1932649913:6015122,2-PERSON CELL - B.H., person cell   bh,37,cell cells isolation,2890,16,0.01
4851,cell person,1932649913,,1932649913:6015135,1-PERSON CELL - B.H., person cell   bh,37,cell cells isolation,2890,4,0.0
4852,cell person,1932649913,,1932649913:6034422,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4853,cell person,1932649913,,1932649913:6034428,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4854,cell person,1932649913,,1932649913:6040873,2-PERSON CELL, person cell,37,cell cells isolation,2890,24,0.01
4855,cell person,1932649913,,1932649913:6040888,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4856,cell person,1932649913,,1932649913:6040964,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4857,cell person,900551144,YAVAPAI COUNTY CRIMINAL JUSTICE CENTER,900551144:3100788,4 PERSON CELL,person cell,37,cell cells isolation,2890,6,0.0
4858,cell person,1932649913,,1932649913:3794675,ACCESSIBLE 1-PERSON CELL,accessible  person cell,37,cell cells isolation,2890,12,0.0
4859,cell person,1932649913,,1932649913:4225747,2-PERSON CELL, person cell,37,cell cells isolation,2890,24,0.01
4860,cell person,1932649913,,1932649913:6034404,2-PERSON CELL, person cell,37,cell cells isolation,2890,24,0.01
4861,cell person,1932649913,,1932649913:6034406,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4862,cell person,1932649913,,1932649913:6034416,2 PERSON CELL,person cell,37,cell cells isolation,2890,4,0.0
4863,cell person,1932649913,,1932649913:6034419,2-PERSON ACCESSIBLE CELL, person accessible cell,37,cell cells isolation,2890,2,0.0
4864,cell person,1932649913,,1932649913:6040877,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4865,cell person,1932649913,,1932649913:6040891,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4866,cell person,1932649913,,1932649913:6041059,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4867,cell person,1932649913,,1932649913:4231488,2-PERSON CELL, person cell,37,cell cells isolation,2890,24,0.01
4868,cell person,1932649913,,1932649913:4428088,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4869,cell person,1932649913,,1932649913:6034410,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4870,cell person,1932649913,,1932649913:6034415,2-PERSON CELL, person cell,37,cell cells isolation,2890,24,0.01
4871,cell person,1932649913,,1932649913:6034418,2-PERSON CELL, person cell,37,cell cells isolation,2890,24,0.01
4872,cell person,1932649913,,1932649913:6040890,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4873,cell person,1932649913,,1932649913:6041003,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4874,cell person,1932649913,,1932649913:6041082,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4875,cell person,1932649913,,1932649913:6015111,1-PERSON ACCESSIBLE CELL - B.H., person accessible cell   bh,37,cell cells isolation,2890,8,0.0
4876,cell person,1932649913,,1932649913:6040884,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4877,cell person,1932649913,,1932649913:6015114,2-PERSON CELL - B.H., person cell   bh,37,cell cells isolation,2890,16,0.01
4878,cell person,1932649913,,1932649913:6034436,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4879,cell person,1932649913,,1932649913:6040975,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4880,cell person,1932649913,,1932649913:6041041,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4881,cell person,1932649913,,1932649913:6041050,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4882,cell person,1932649913,,1932649913:6041091,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4883,cell person,1932649913,,1932649913:6041125,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4884,cell person,900551144,YAVAPAI COUNTY CRIMINAL JUSTICE CENTER,900551144:3100786,4 PERSON CELL,person cell,37,cell cells isolation,2890,6,0.0
4885,cell person,1932649913,,1932649913:6015121,2-PERSON CELL - B.H., person cell   bh,37,cell cells isolation,2890,16,0.01
4886,cell person,1932649913,,1932649913:6034409,ACCESSIBLE 1-PERSON CELL,accessible  person cell,37,cell cells isolation,2890,12,0.0
4887,cell person,1932649913,,1932649913:6034423,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4888,cell person,1932649913,,1932649913:6040875,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4889,cell person,1932649913,,1932649913:6041030,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4890,cell person,1932649913,,1932649913:6015116,2-PERSON CELL - B.H., person cell   bh,37,cell cells isolation,2890,16,0.01
4891,cell person,1932649913,,1932649913:6034414,2-PERSON CELL, person cell,37,cell cells isolation,2890,24,0.01
4892,cell person,1932649913,,1932649913:6034426,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4893,cell person,1932649913,,1932649913:6034429,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4894,cell person,1932649913,,1932649913:4432518,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4895,cell person,1932649913,,1932649913:6034420,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4896,cell person,1932649913,,1932649913:6034421,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4897,cell person,1932649913,,1932649913:6034424,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4898,cell person,1932649913,,1932649913:6034427,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4899,cell person,1932649913,,1932649913:6036406,2 PERSON CELL,person cell,37,cell cells isolation,2890,4,0.0
4900,cell person,1932649913,,1932649913:6040881,2-PERSON CELL, person cell,37,cell cells isolation,2890,24,0.01
4901,cell person,1932649913,,1932649913:6040885,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4902,cell person,1932649913,,1932649913:6015105,2-PERSON ACCESSIBLE CELL - B.H., person accessible cell   bh,37,cell cells isolation,2890,4,0.0
4903,cell person,1932649913,,1932649913:6034411,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4904,cell person,1932649913,,1932649913:6034417,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4905,cell person,1932649913,,1932649913:6034432,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4906,cell person,1932649913,,1932649913:6034435,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4907,cell person,1932649913,,1932649913:6034438,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4908,cell person,1932649913,,1932649913:6040872,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4909,cell person,1932649913,,1932649913:6040876,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4910,cell person,1932649913,,1932649913:6040880,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4911,cell person,1932649913,,1932649913:6015113,2-PERSON CELL - B.H., person cell   bh,37,cell cells isolation,2890,16,0.01
4912,cell person,1932649913,,1932649913:6034425,ACCESSIBLE 1-PERSON CELL,accessible  person cell,37,cell cells isolation,2890,12,0.0
4913,cell person,1932649913,,1932649913:6040887,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4914,cell person,1932649913,Sarpy County Correctional Center,1932649913:6036406,2 PERSON CELL,person cell,37,cell cells isolation,2890,4,0.0
4915,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034430,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4916,cell person,1932649913,Sarpy County Correctional Center,1932649913:6040885,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4917,cell person,1932649913,Sarpy County Correctional Center,1932649913:6040890,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4918,cell person,1932649913,Sarpy County Correctional Center,1932649913:6040872,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4919,cell person,1932649913,Sarpy County Correctional Center,1932649913:6041116,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4920,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034424,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4921,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034428,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4922,cell person,1932649913,Sarpy County Correctional Center,1932649913:4428088,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4923,cell person,1932649913,Sarpy County Correctional Center,1932649913:4432982,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4924,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034419,2-PERSON ACCESSIBLE CELL, person accessible cell,37,cell cells isolation,2890,2,0.0
4925,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034406,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4926,cell person,1932649913,Sarpy County Correctional Center,1932649913:6040887,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4927,cell person,1932649913,Sarpy County Correctional Center,1932649913:6041082,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4928,cell person,1932649913,Sarpy County Correctional Center,1932649913:6040875,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4929,cell person,1932649913,Sarpy County Correctional Center,1932649913:4432613,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4930,cell person,1932649913,Sarpy County Correctional Center,1932649913:6040882,2-PERSON CELL, person cell,37,cell cells isolation,2890,24,0.01
4931,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034421,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4932,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034409,ACCESSIBLE 1-PERSON CELL,accessible  person cell,37,cell cells isolation,2890,12,0.0
4933,cell person,1932649913,Sarpy County Correctional Center,1932649913:6041021,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4934,cell person,1932649913,Sarpy County Correctional Center,1932649913:4225747,2-PERSON CELL, person cell,37,cell cells isolation,2890,24,0.01
4935,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034427,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4936,cell person,1932649913,Sarpy County Correctional Center,1932649913:6015116,2-PERSON CELL - B.H., person cell   bh,37,cell cells isolation,2890,16,0.01
4937,cell person,1932649913,Sarpy County Correctional Center,1932649913:6015117,1-PERSON CELL - B.H., person cell   bh,37,cell cells isolation,2890,4,0.0
4938,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034420,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4939,cell person,1932649913,Sarpy County Correctional Center,1932649913:6015135,1-PERSON CELL - B.H., person cell   bh,37,cell cells isolation,2890,4,0.0
4940,cell person,1932649913,Sarpy County Correctional Center,1932649913:6041059,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4941,cell person,1932649913,Sarpy County Correctional Center,1932649913:6015121,2-PERSON CELL - B.H., person cell   bh,37,cell cells isolation,2890,16,0.01
4942,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034412,2-PERSON CELL, person cell,37,cell cells isolation,2890,24,0.01
4943,cell person,1932649913,Sarpy County Correctional Center,1932649913:3794675,ACCESSIBLE 1-PERSON CELL,accessible  person cell,37,cell cells isolation,2890,12,0.0
4944,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034436,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4945,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034416,2 PERSON CELL,person cell,37,cell cells isolation,2890,4,0.0
4946,cell person,1932649913,Sarpy County Correctional Center,1932649913:6015122,2-PERSON CELL - B.H., person cell   bh,37,cell cells isolation,2890,16,0.01
4947,cell person,1932649913,Sarpy County Correctional Center,1932649913:6015113,2-PERSON CELL - B.H., person cell   bh,37,cell cells isolation,2890,16,0.01
4948,cell person,1932649913,Sarpy County Correctional Center,1932649913:6041091,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4949,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034408,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4950,cell person,1932649913,Sarpy County Correctional Center,1932649913:6040888,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4951,cell person,1932649913,Sarpy County Correctional Center,1932649913:6041030,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4952,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034423,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4953,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034425,ACCESSIBLE 1-PERSON CELL,accessible  person cell,37,cell cells isolation,2890,12,0.0
4954,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034426,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4955,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034414,2-PERSON CELL, person cell,37,cell cells isolation,2890,24,0.01
4956,cell person,1932649913,Sarpy County Correctional Center,1932649913:4426206,ACCESSIBLE 1-PERSON CELL,accessible  person cell,37,cell cells isolation,2890,12,0.0
4957,cell person,1932649913,Sarpy County Correctional Center,1932649913:6015118,1-PERSON ACCESSIBLE CELL - B.H., person accessible cell   bh,37,cell cells isolation,2890,8,0.0
4958,cell person,1932649913,Sarpy County Correctional Center,1932649913:6040955,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4959,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034417,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4960,cell person,1932649913,Sarpy County Correctional Center,1932649913:4432518,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4961,cell person,1932649913,Sarpy County Correctional Center,1932649913:6041041,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4962,cell person,1932649913,Sarpy County Correctional Center,1932649913:6040889,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4963,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034411,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4964,cell person,1932649913,Sarpy County Correctional Center,1932649913:6040879,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4965,cell person,1932649913,Sarpy County Correctional Center,1932649913:6041050,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4966,cell person,1932649913,Sarpy County Correctional Center,1932649913:6041125,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4967,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034435,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4968,cell person,1932649913,Sarpy County Correctional Center,1932649913:6041003,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4969,cell person,1932649913,Sarpy County Correctional Center,1932649913:6015111,1-PERSON ACCESSIBLE CELL - B.H., person accessible cell   bh,37,cell cells isolation,2890,8,0.0
4970,cell person,1932649913,Sarpy County Correctional Center,1932649913:6015105,2-PERSON ACCESSIBLE CELL - B.H., person accessible cell   bh,37,cell cells isolation,2890,4,0.0
4971,cell person,1932649913,Sarpy County Correctional Center,1932649913:6040975,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4972,cell person,1932649913,Sarpy County Correctional Center,1932649913:6040873,2-PERSON CELL, person cell,37,cell cells isolation,2890,24,0.01
4973,cell person,900551144,,900551144:3100790,4 PERSON CELL,person cell,37,cell cells isolation,2890,6,0.0
4974,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034432,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4975,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034438,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4976,cell person,1932649913,Sarpy County Correctional Center,1932649913:6040881,2-PERSON CELL, person cell,37,cell cells isolation,2890,24,0.01
4977,cell person,1932649913,Sarpy County Correctional Center,1932649913:6040876,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4978,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034405,ACCESSIBLE 2 PERSON CELL,accessible  person cell,37,cell cells isolation,2890,2,0.0
4979,cell person,1932649913,Sarpy County Correctional Center,1932649913:6040877,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4980,cell person,1932649913,Sarpy County Correctional Center,1932649913:6015119,2-PERSON CELL - B.H., person cell   bh,37,cell cells isolation,2890,16,0.01
4981,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034431,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4982,cell person,1932649913,Sarpy County Correctional Center,1932649913:6008989,1-PERSON ACCESSIBLE CELL - B.H., person accessible cell   bh,37,cell cells isolation,2890,8,0.0
4983,cell person,900551144,,900551144:3100788,4 PERSON CELL,person cell,37,cell cells isolation,2890,6,0.0
4984,cell person,1932649913,Sarpy County Correctional Center,1932649913:6040878,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4985,cell person,1932649913,Sarpy County Correctional Center,1932649913:6040886,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4986,cell person,1932649913,Sarpy County Correctional Center,1932649913:6015115,2-PERSON ACCESSIBLE CELL - B.H., person accessible cell   bh,37,cell cells isolation,2890,4,0.0
4987,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034413,2-PERSON CELL, person cell,37,cell cells isolation,2890,24,0.01
4988,cell person,1932649913,Sarpy County Correctional Center,1932649913:6015114,2-PERSON CELL - B.H., person cell   bh,37,cell cells isolation,2890,16,0.01
4989,cell person,1932649913,Sarpy County Correctional Center,1932649913:6041066,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4990,cell person,1932649913,Sarpy County Correctional Center,1932649913:6040964,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4991,cell person,1932649913,Sarpy County Correctional Center,1932649913:6040874,2-PERSON CELL, person cell,37,cell cells isolation,2890,24,0.01
4992,cell person,1932649913,Sarpy County Correctional Center,1932649913:6015112,2-PERSON CELL - B.H., person cell   bh,37,cell cells isolation,2890,16,0.01
4993,cell person,1932649913,Sarpy County Correctional Center,1932649913:6040884,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4994,cell person,1932649913,Sarpy County Correctional Center,1932649913:6015109,1-PERSON ACCESSIBLE CELL - B.H., person accessible cell   bh,37,cell cells isolation,2890,8,0.0
4995,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034404,2-PERSON CELL, person cell,37,cell cells isolation,2890,24,0.01
4996,cell person,900551144,,900551144:3100786,4 PERSON CELL,person cell,37,cell cells isolation,2890,6,0.0
4997,cell person,1932649913,Sarpy County Correctional Center,1932649913:6040891,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
4998,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034433,ACCESSIBLE 1-PERSON CELL,accessible  person cell,37,cell cells isolation,2890,12,0.0
4999,cell person,1932649913,Sarpy County Correctional Center,1932649913:4426185,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
5000,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034422,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
5001,cell person,1932649913,Sarpy County Correctional Center,1932649913:6040883,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
5002,cell person,1932649913,Sarpy County Correctional Center,1932649913:6041073,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
5003,cell person,1932649913,Sarpy County Correctional Center,1932649913:6041012,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
5004,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034415,2-PERSON CELL, person cell,37,cell cells isolation,2890,24,0.01
5005,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034418,2-PERSON CELL, person cell,37,cell cells isolation,2890,24,0.01
5006,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034429,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
5007,cell person,1932649913,Sarpy County Correctional Center,1932649913:6040880,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
5008,cell person,1932649913,Sarpy County Correctional Center,1932649913:6015120,2-PERSON CELL - B.H., person cell   bh,37,cell cells isolation,2890,16,0.01
5009,cell person,1932649913,Sarpy County Correctional Center,1932649913:4225701,ACCESSIBLE 1-PERSON CELL,accessible  person cell,37,cell cells isolation,2890,12,0.0
5010,cell person,1932649913,Sarpy County Correctional Center,1932649913:4231384,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
5011,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034410,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
5012,cell person,1932649913,Sarpy County Correctional Center,1932649913:4231488,2-PERSON CELL, person cell,37,cell cells isolation,2890,24,0.01
5013,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034434,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
5014,cell person,1932649913,Sarpy County Correctional Center,1932649913:6034437,1-PERSON CELL, person cell,37,cell cells isolation,2890,120,0.04
5015,cell quad,900551144,YAVAPAI COUNTY CRIMINAL JUSTICE CENTER,900551144:3460858,QUAD CELL,quad cell,37,cell cells isolation,2890,15,0.01
5016,cell quad,900551144,YAVAPAI COUNTY CRIMINAL JUSTICE CENTER,900551144:3460860,QUAD CELL,quad cell,37,cell cells isolation,2890,15,0.01
5017,cell quad,900551144,YAVAPAI COUNTY CRIMINAL JUSTICE CENTER,900551144:3460856,QUAD CELL,quad cell,37,cell cells isolation,2890,15,0.01
5018,cell quad,1180051222,,1180051222:2790311,QUAD CELL,quad cell,37,cell cells isolation,2890,15,0.01
5019,cell quad,1180051222,,1180051222:2790301,QUAD CELL,quad cell,37,cell cells isolation,2890,15,0.01
5020,cell quad,1180051222,,1180051222:2790310,QUAD CELL,quad cell,37,cell cells isolation,2890,15,0.01
5021,cell quad,900551144,,900551144:3460858,QUAD CELL,quad cell,37,cell cells isolation,2890,15,0.01
5022,cell quad,1180051222,,1180051222:2790302,H.C. QUAD CELL,hc quad cell,37,cell cells isolation,2890,1,0.0
5023,cell quad,1180051222,,1180051222:2790298,QUAD CELL,quad cell,37,cell cells isolation,2890,15,0.01
5024,cell quad,900551144,,900551144:3460856,QUAD CELL,quad cell,37,cell cells isolation,2890,15,0.01
5025,cell quad,1180051222,,1180051222:2790303,QUAD CELL,quad cell,37,cell cells isolation,2890,15,0.01
5026,cell quad,1180051222,,1180051222:2790411,QUAD CELL,quad cell,37,cell cells isolation,2890,15,0.01
5027,cell quad,900551144,,900551144:3460860,QUAD CELL,quad cell,37,cell cells isolation,2890,15,0.01
5028,cell quad,1180051222,,1180051222:2790309,QUAD CELL,quad cell,37,cell cells isolation,2890,15,0.01
5029,cell quad,1180051222,,1180051222:2790297,QUAD CELL,quad cell,37,cell cells isolation,2890,15,0.01
5030,cell quad,1180051222,,1180051222:2790304,QUAD CELL,quad cell,37,cell cells isolation,2890,15,0.01
5031,cell safety,-637598749,CO. OF ALAMEDA - SANTA RITA JAIL,-637598749:3809168,SAFETY CELL,safety cell,37,cell cells isolation,2890,31,0.01
5032,cell safety,1316760683,,1316760683:3159651,SAFETY CELL,safety cell,37,cell cells isolation,2890,31,0.01
5033,cell safety,-28113849,NEW CORRECTIONAL FACILITIES LEASE,-28113849:7475455,SAFETY CELL,safety cell,37,cell cells isolation,2890,31,0.01
5034,cell safety,-28113849,NEW CORRECTIONAL FACILITIES LEASE,-28113849:7434148,SAFETY CELL,safety cell,37,cell cells isolation,2890,31,0.01
5035,cell safety,1316760683,,1316760683:2695852,SAFETY CELL,safety cell,37,cell cells isolation,2890,31,0.01
5036,cell safety,-637598749,CO. OF ALAMEDA - SANTA RITA JAIL,-637598749:3903549,SAFETY CELL,safety cell,37,cell cells isolation,2890,31,0.01
5037,cell safety,1491240179,SOUTH COUNTY DETENTION FACILITY,1491240179:1906737,SAFETY CELL,safety cell,37,cell cells isolation,2890,31,0.01
5038,cell safety,-28113849,NEW CORRECTIONAL FACILITIES LEASE,-28113849:7462186,SAFETY CELL,safety cell,37,cell cells isolation,2890,31,0.01
5039,cell safety,1491240179,SOUTH COUNTY DETENTION FACILITY,1491240179:1906743,SAFETY CELL,safety cell,37,cell cells isolation,2890,31,0.01
5040,cell safety,-28113849,NEW CORRECTIONAL FACILITIES LEASE,-28113849:5621942,SAFETY CELL,safety cell,37,cell cells isolation,2890,31,0.01
5041,cell safety,-637598749,CO. OF ALAMEDA - SANTA RITA JAIL,-637598749:3870540,SAFETY CELL,safety cell,37,cell cells isolation,2890,31,0.01
