,NameFilter,RoomModelId,ProjectName,RoomId,RoomName,Name2,Cluster,Label,Label2
4171,elev lobby,515742391,Cincinnati Marriott Hotel at River Center,515742391:1769775,ELEV                LOBBY,elev                lobby,a11,lobby floor,Elevator
4172,elev lobby,-1001538135,KIRKLAND URBAN SOUTH,-1001538135:3133889,ELEV LOBBY,elev lobby,a11,lobby floor,Elevator
4173,elev lobby,324661123,SEA 140 - EMPIRE,324661123:4189762,ELEV LOBBY,elev lobby,a11,lobby floor,Elevator
4174,elev lobby,311705076,"REPO (Real Estate Portfolio Office, Inc.)",311705076:2246587,ELEV. LOBBY,elev lobby,a11,lobby floor,Elevator
4175,elev lobby,311705076,"REPO (Real Estate Portfolio Office, Inc.)",311705076:2218393,ELEV. LOBBY,elev lobby,a11,lobby floor,Elevator
4176,elev lobby,-1001538135,KIRKLAND URBAN SOUTH,-1001538135:4158541,ELEV LOBBY,elev lobby,a11,lobby floor,Elevator
4177,elev lobby,-1001538135,KIRKLAND URBAN SOUTH,-1001538135:6578678,ELEV LOBBY,elev lobby,a11,lobby floor,Elevator
4178,elev lobby,515742391,Cincinnati Marriott Hotel at River Center,515742391:3593130,ELEV LOBBY,elev lobby,a11,lobby floor,Elevator
4179,elev lobby,734550899,BELLEVUE ONE TWELFTH,734550899:5013355,ELEV LOBBY,elev lobby,a11,lobby floor,Elevator
4180,elev lobby,1910451546,SEA 140 - EMPIRE,1910451546:4931883,ELEV LOBBY,elev lobby,a11,lobby floor,Elevator
4181,elev lobby,-1495321069,GRAY STREET OFFICE,-1495321069:6681047,ELEV LOBBY,elev lobby,a11,lobby floor,Elevator
4182,elev lobby,515742391,Cincinnati Marriott Hotel at River Center,515742391:2889698,ELEV LOBBY,elev lobby,a11,lobby floor,Elevator
4183,elev lobby,2070452309,LINN BENTON LINCOLN ESD,2070452309:2928053,ELEV. LOBBY,elev lobby,a11,lobby floor,Elevator
4184,elev lobby,324661123,SEA 140 - EMPIRE,324661123:4372981,ELEV LOBBY,elev lobby,a11,lobby floor,Elevator
4185,elev lobby,-1001538135,KIRKLAND URBAN SOUTH,-1001538135:4160009,ELEV LOBBY,elev lobby,a11,lobby floor,Elevator
4186,elev lobby,675219469,"REPO (Real Estate Portfolio Office, Inc.)",675219469:2246587,ELEV. LOBBY,elev lobby,a11,lobby floor,Elevator
4187,elev lobby,1774389068,"REPO (Real Estate Portfolio Office, Inc.)",1774389068:2246587,ELEV. LOBBY,elev lobby,a11,lobby floor,Elevator
4188,elev lobby,324661123,SEA 140 - EMPIRE,324661123:4211013,ELEV LOBBY,elev lobby,a11,lobby floor,Elevator
4189,elev lobby,324661123,SEA 140 - EMPIRE,324661123:4931883,ELEV LOBBY,elev lobby,a11,lobby floor,Elevator
4190,elev lobby,1910451546,SEA 140 - EMPIRE,1910451546:4189762,ELEV LOBBY,elev lobby,a11,lobby floor,Elevator
4191,elev lobby,1774389068,"REPO (Real Estate Portfolio Office, Inc.)",1774389068:2218393,ELEV. LOBBY,elev lobby,a11,lobby floor,Elevator
4192,elev lobby,-287322481,BLOCK 38,-287322481:5396451,ELEV LOBBY,elev lobby,a11,lobby floor,Elevator
4193,elev lobby,-1001538135,KIRKLAND URBAN SOUTH,-1001538135:6578671,ELEV LOBBY,elev lobby,a11,lobby floor,Elevator
4194,elev lobby,1910451546,SEA 140 - EMPIRE,1910451546:4211013,ELEV LOBBY,elev lobby,a11,lobby floor,Elevator
4195,elev service,-1755606837,BLOCK 38,-1755606837:1018417,SERVICE ELEV.,service elev,a25,services corp service,Elevator
4196,elev shaft,1270479452,UNIVERSITY PLACE,1270479452:5502278,ELEV SHAFT,elev shaft,a-1,storage stor,Elevator
4197,elev shaft,614804390,UNIVERSITY PLACE,614804390:5502546,ELEV SHAFT,elev shaft,a-1,storage stor,Elevator
4198,elev shaft,1270479452,UNIVERSITY PLACE,1270479452:5498219,ELEV SHAFT,elev shaft,a-1,storage stor,Elevator
4199,elev shaft,1270479452,UNIVERSITY PLACE,1270479452:5502546,ELEV SHAFT,elev shaft,a-1,storage stor,Elevator
4200,elev shaft,614804390,UNIVERSITY PLACE,614804390:5498219,ELEV SHAFT,elev shaft,a-1,storage stor,Elevator
4201,elev shaft,614804390,UNIVERSITY PLACE,614804390:5502278,ELEV SHAFT,elev shaft,a-1,storage stor,Elevator
4202,elev vest,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:2825636,ELEV VEST,elev vest,a19,water equip,Elevator
4203,elev vest,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:4271921,ELEV VEST,elev vest,a19,water equip,Elevator
4204,elev vest,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:1703555,ELEV VEST,elev vest,a19,water equip,Elevator
4205,elev vest,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:2825636,ELEV VEST,elev vest,a19,water equip,Elevator
4206,elev vest,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:4268737,ELEV VEST,elev vest,a19,water equip,Elevator
4207,elev vest,736638996,JAYHAWK - NORTH BUILDING,736638996:2797434,ELEV VEST,elev vest,a19,water equip,Elevator
4208,elev vest,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:2827946,ELEV VEST,elev vest,a19,water equip,Elevator
4209,elev vest,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:2825793,ELEV VEST,elev vest,a19,water equip,Elevator
4210,elev vest,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:4271252,ELEV VEST,elev vest,a19,water equip,Elevator
4211,elev vest,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:2827959,ELEV VEST,elev vest,a19,water equip,Elevator
4212,elev vest,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:2825793,ELEV VEST,elev vest,a19,water equip,Elevator
4213,elev vest,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:2827946,ELEV VEST,elev vest,a19,water equip,Elevator
4214,elev vest,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:4273965,ELEV VEST,elev vest,a19,water equip,Elevator
4215,elev vest,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:1702994,ELEV VEST,elev vest,a19,water equip,Elevator
4216,elev vest,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:4841386,ELEV VEST,elev vest,a19,water equip,Elevator
4217,elev vest,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:4267912,ELEV VEST,elev vest,a19,water equip,Elevator
4218,elev vest,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:4271921,ELEV VEST,elev vest,a19,water equip,Elevator
4219,elev vest,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:1703003,ELEV VEST,elev vest,a19,water equip,Elevator
4220,elev vest,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:2825793,ELEV VEST,elev vest,a19,water equip,Elevator
4221,elev vest,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:1703003,ELEV VEST,elev vest,a19,water equip,Elevator
4222,elev vest,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:1703003,ELEV VEST,elev vest,a19,water equip,Elevator
4223,elev vest,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:2827959,ELEV VEST,elev vest,a19,water equip,Elevator
4224,elev vest,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:4267912,ELEV VEST,elev vest,a19,water equip,Elevator
4225,elev vest,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:1703555,ELEV VEST,elev vest,a19,water equip,Elevator
4226,elev vest,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:4268737,ELEV VEST,elev vest,a19,water equip,Elevator
4227,elev vest,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:4271252,ELEV VEST,elev vest,a19,water equip,Elevator
4228,elev vest,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:1702994,ELEV VEST,elev vest,a19,water equip,Elevator
4229,elev vest,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:3158888,ELEV VEST,elev vest,a19,water equip,Elevator
4230,elev vest,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:4841386,ELEV VEST,elev vest,a19,water equip,Elevator
4231,elev vest,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:2827946,ELEV VEST,elev vest,a19,water equip,Elevator
4232,elev vest,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:2827906,ELEV VEST,elev vest,a19,water equip,Elevator
4233,elev vest,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:4273724,ELEV VEST,elev vest,a19,water equip,Elevator
4234,elev vest,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:2827906,ELEV VEST,elev vest,a19,water equip,Elevator
4235,elev vest,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:1703555,ELEV VEST,elev vest,a19,water equip,Elevator
4236,elev vest,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:4273724,ELEV VEST,elev vest,a19,water equip,Elevator
4237,elev vest,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:4273965,ELEV VEST,elev vest,a19,water equip,Elevator
4238,elev vest,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:2827906,ELEV VEST,elev vest,a19,water equip,Elevator
4239,elev vest,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:4271252,ELEV VEST,elev vest,a19,water equip,Elevator
4240,elev vest,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:1702994,ELEV VEST,elev vest,a19,water equip,Elevator
4241,elev vest,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:3158888,ELEV VEST,elev vest,a19,water equip,Elevator
4242,elev vest,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:2827906,ELEV VEST,elev vest,a19,water equip,Elevator
4243,elev vest,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:2825636,ELEV VEST,elev vest,a19,water equip,Elevator
4244,elev vest,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:2827959,ELEV VEST,elev vest,a19,water equip,Elevator
4245,elev vest,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:4271252,ELEV VEST,elev vest,a19,water equip,Elevator
4246,elev vest,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:4273724,ELEV VEST,elev vest,a19,water equip,Elevator
4247,elev vest,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:2825793,ELEV VEST,elev vest,a19,water equip,Elevator
4248,elev vest,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:2827959,ELEV VEST,elev vest,a19,water equip,Elevator
4249,elev vest,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:1703003,ELEV VEST,elev vest,a19,water equip,Elevator
4250,elev vest,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:4271921,ELEV VEST,elev vest,a19,water equip,Elevator
4251,elev vest,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:4271921,ELEV VEST,elev vest,a19,water equip,Elevator
4252,elev vest,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:4841386,ELEV VEST,elev vest,a19,water equip,Elevator
4253,elev vest,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:1703555,ELEV VEST,elev vest,a19,water equip,Elevator
4254,elev vest,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:4268737,ELEV VEST,elev vest,a19,water equip,Elevator
4255,elev vest,736638996,JAYHAWK - NORTH BUILDING,736638996:3132023,ELEV VEST,elev vest,a19,water equip,Elevator
4256,elev vest,736638996,JAYHAWK - NORTH BUILDING,736638996:2738416,ELEV VEST,elev vest,a19,water equip,Elevator
4257,elev vest,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:4268737,ELEV VEST,elev vest,a19,water equip,Elevator
4258,elev vest,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:4267912,ELEV VEST,elev vest,a19,water equip,Elevator
4259,elev vest,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:2825636,ELEV VEST,elev vest,a19,water equip,Elevator
4260,elev vest,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:2827946,ELEV VEST,elev vest,a19,water equip,Elevator
4261,elev vest,736638996,JAYHAWK - NORTH BUILDING,736638996:3132021,ELEV VEST,elev vest,a19,water equip,Elevator
4262,elev vest,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:3158888,ELEV VEST,elev vest,a19,water equip,Elevator
4263,elev vest,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:4273965,ELEV VEST,elev vest,a19,water equip,Elevator
4264,elev vest,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:4273965,ELEV VEST,elev vest,a19,water equip,Elevator
4265,elev vest,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:1702994,ELEV VEST,elev vest,a19,water equip,Elevator
4266,elev vest,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:3158888,ELEV VEST,elev vest,a19,water equip,Elevator
4267,elev vest,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:4267912,ELEV VEST,elev vest,a19,water equip,Elevator
4268,elev vest,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:4273724,ELEV VEST,elev vest,a19,water equip,Elevator
4269,elev vest,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:4841386,ELEV VEST,elev vest,a19,water equip,Elevator
4270,elevator,-287322481,BLOCK 38,-287322481:6391204,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4271,elevator,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:1703004,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4273,elevator,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:3266782,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4275,elevator,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:3266779,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4276,elevator,-287322481,BLOCK 38,-287322481:7359174,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4277,elevator,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:3266782,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4278,elevator,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:1703004,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4279,elevator,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:3266779,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4280,elevator,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:3433255,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4281,elevator,-287322481,BLOCK 38,-287322481:7359171,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4282,elevator,-287322481,BLOCK 38,-287322481:7369703,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4283,elevator,-287322481,BLOCK 38,-287322481:7359170,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4284,elevator,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:1703526,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4285,elevator,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:3266779,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4286,elevator,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:1703526,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4287,elevator,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:3266793,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4288,elevator,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:3266793,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4289,elevator,-287322481,BLOCK 38,-287322481:7369940,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4290,elevator,-1274529740,DLR GROUP - PORTLAND OFFICE REMODEL,-1274529740:3276362,ELEVATOR 1,elevator,a12,elevator elevators lobby,Elevator
4291,elevator,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:3266782,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4292,elevator,-287322481,BLOCK 38,-287322481:7370360,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4293,elevator,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:1703526,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4294,elevator,1529473299,KU South,1529473299:4085356,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4295,elevator,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:1703526,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4296,elevator,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:3433255,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4297,elevator,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:3266784,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4298,elevator,-287322481,BLOCK 38,-287322481:7369943,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4299,elevator,-287322481,BLOCK 38,-287322481:7369701,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4300,elevator,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:3266793,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4301,elevator,-287322481,BLOCK 38,-287322481:6391149,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4302,elevator,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:3266793,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4303,elevator,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:3266786,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4304,elevator,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:1703004,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4305,elevator,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:3266784,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4306,elevator,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:1703004,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4307,elevator,-222432855,USAA COLORADO SPRINGS INTERIORS PROJECT,-222432855:3266786,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4308,elevator,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:3266782,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4309,elevator,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:3266786,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4310,elevator,-287322481,BLOCK 38,-287322481:7371609,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4311,elevator,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:3266786,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4312,elevator,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:3266784,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4313,elevator,1623609429,PINAL COUNTY ATTORNEY'S OFFICE,1623609429:4572649,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4314,elevator,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:3266784,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4315,elevator,-287322481,BLOCK 38,-287322481:7370383,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4317,elevator,-287322481,BLOCK 38,-287322481:6391197,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4318,elevator,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:3266779,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4319,elevator,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:3433255,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4320,elevator,-287322481,BLOCK 38,-287322481:7371606,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4321,elevator,1623609429,PINAL COUNTY ATTORNEY'S OFFICE,1623609429:4572647,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4322,elevator,-287322481,BLOCK 38,-287322481:7370358,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4324,elevator,-287322481,BLOCK 38,-287322481:7370380,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4325,elevator,-287322481,BLOCK 38,-287322481:7359173,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4326,elevator,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:3433255,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4327,elevator,-287322481,BLOCK 38,-287322481:6391158,ELEVATOR,elevator,a12,elevator elevators lobby,Elevator
4328,elevator freight,-1012654105,GRANITE TOWER,-1012654105:4207127,FREIGHT ELEVATOR,freight elevator,a12,elevator elevators lobby,Elevator
4329,elevator freight,-1012654105,GRANITE TOWER,-1012654105:4187228,FREIGHT ELEVATOR,freight elevator,a12,elevator elevators lobby,Elevator
4330,elevator guest,515742391,Cincinnati Marriott Hotel at River Center,515742391:3694668,GUEST ELEVATOR,guest elevator,a12,elevator elevators lobby,Elevator
4331,elevator guest,515742391,Cincinnati Marriott Hotel at River Center,515742391:2213794,GUEST ELEVATOR,guest elevator,a12,elevator elevators lobby,Elevator
4332,elevator lobby,-1755606837,BLOCK 38,-1755606837:9825029,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4333,elevator lobby,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:10910386,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4334,elevator lobby,-1755606837,BLOCK 38,-1755606837:9825179,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4336,elevator lobby,-287322481,BLOCK 38,-287322481:6216310,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4337,elevator lobby,-287322481,BLOCK 38,-287322481:5416382,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4338,elevator lobby,-1755606837,BLOCK 38,-1755606837:9824627,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4339,elevator lobby,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23275479,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4340,elevator lobby,-287322481,BLOCK 38,-287322481:5416523,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4341,elevator lobby,-1790933234,1490 CURTIS STREET REPOSITIONING,-1790933234:7831414,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4342,elevator lobby,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:10904600,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4343,elevator lobby,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23336259,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4344,elevator lobby,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:4602432,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4345,elevator lobby,-1755606837,BLOCK 38,-1755606837:9824641,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4346,elevator lobby,-1755606837,BLOCK 38,-1755606837:994798,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4347,elevator lobby,1529473299,KU South,1529473299:17499727,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4348,elevator lobby,-1790933234,1490 CURTIS STREET REPOSITIONING,-1790933234:7831412,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4349,elevator lobby,-1755606837,BLOCK 38,-1755606837:9825378,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4350,elevator lobby,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23292955,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4351,elevator lobby,1910451546,SEA 140 - EMPIRE,1910451546:5703645,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4352,elevator lobby,-707004497,Wells Fargo Center,-707004497:2641033,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4353,elevator lobby,-1755606837,BLOCK 38,-1755606837:9825516,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4354,elevator lobby,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23331100,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4355,elevator lobby,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23275977,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4356,elevator lobby,1935112175,CA SANTA CLARA OFFICE DESIGN SERVICES,1935112175:1905951,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4357,elevator lobby,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:10047518,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4358,elevator lobby,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:10383995,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4359,elevator lobby,1529473299,KU South,1529473299:17498898,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4360,elevator lobby,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:10907801,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4361,elevator lobby,-1996944146,T3 OFFICE - NASHVILLE,-1996944146:2411438,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4362,elevator lobby,-1755606837,BLOCK 38,-1755606837:9824620,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4363,elevator lobby,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:10896960,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4364,elevator lobby,-1476732928,GOOGLE KIRKLAND CLASSIC,-1476732928:3719757,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4365,elevator lobby,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23327671,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
4366,elevator lobby,-970952287,WELLS FARGO NORTH PHOENIX RESTACK,-970952287:3309676,ELEVATOR LOBBY,elevator lobby,a12,elevator elevators lobby,Elevator
